Epoch,Epoch Time,Train BCE Loss,Train GS Loss,Train RD Loss,Train Deg MMD,Train Clus MMD,Train Total Loss,Val Pair Loss,Val Topology Loss,Val Loss,Val auprc,Internal Val graph_sim,Internal Val relative_density,Internal Val deg_dist_mmd,Internal Val cc_mmd,Internal Val Top-m Mean Pred Edges,Internal Val Fixed Threshold Mean Pred Edges,Internal Val Mean Target Edges,Internal Val Top-m Total Pred Edges,Internal Val Fixed Threshold Total Pred Edges,Internal Val Total Target Edges,Internal Val Top-m Pred Edge Fraction,Internal Val Fixed Threshold Pred Edge Fraction,Internal Val Target Edge Fraction,Internal Val Top-m Pred/Target Edge Ratio,Internal Val Fixed Threshold Pred/Target Edge Ratio,Internal Val Prob Min,Internal Val Prob Mean,Internal Val Prob Max,Internal Val Prob P50,Internal Val Prob P90,Internal Val Prob P95,Internal Val Prob >= Threshold Fraction,Planned Subgraphs,Covered Positive Edges,Total Positive Edges,Positive Edge Coverage Ratio,Mean Positive Edge Reuse,All Subgraph Pairs,Supervised Pairs,BCE Positive Pairs,BCE Target Negative Pairs,BCE Negative Pairs,BCE Negative Ratio,BCE Supervised Fraction,edge_cover_sampling_s,train_forward_backward_s,val_pair_pass_s,val_threshold_s,internal_val_topology_s,peak_gpu_mem_mb,Topology Loss Scale,Learning Rate
1,555.916,0.041,0.000,2.838,0.787,0.738,1.144,3.028,15.072,18.100,0.662,0.133,12.736,11.257,36.743,682.700,2170.000,81.900,34135.000,108500.000,4095.000,0.315,1.000,0.038,8.336,26.496,0.896,0.994,1.000,0.995,0.998,0.998,1.000,1316,48771,48771,1.000,1.000,3221295,203750,48771,243855,154979,3.178,0.063,199.366,127.342,207.464,0.000,17.067,24874.820,1.000,6e-06
2,531.159,0.055,0.000,2.817,0.787,0.777,0.714,2.404,2.821,5.225,0.680,0.147,5.559,6.180,21.645,288.460,2170.000,81.900,14423.000,108500.000,4095.000,0.133,1.000,0.038,3.522,26.496,0.803,0.983,1.000,0.985,0.991,0.993,1.000,1316,48771,48771,1.000,1.000,3221295,203750,48771,243855,154979,3.178,0.063,203.544,94.265,209.241,0.000,18.196,24874.820,1.000,6e-06
3,545.722,0.056,0.000,2.815,0.787,0.781,0.619,2.327,0.436,2.763,0.682,0.120,1.262,7.360,3.079,98.660,2170.000,81.900,4933.000,108500.000,4095.000,0.045,1.000,0.038,1.205,26.496,0.843,0.981,1.000,0.983,0.989,0.991,1.000,1317,48771,48771,1.000,1.000,3224455,203750,48771,243855,154979,3.178,0.063,212.051,94.565,212.000,0.000,16.386,24874.820,1.000,6e-06
4,577.897,0.057,0.000,2.820,0.787,0.782,0.570,2.244,0.483,2.727,0.686,0.089,0.858,8.686,2.350,61.460,2170.000,81.900,3073.000,108500.000,4095.000,0.028,1.000,0.038,0.750,26.496,0.820,0.979,1.000,0.981,0.988,0.990,1.000,1317,48771,48771,1.000,1.000,3224455,203750,48771,243855,154979,3.178,0.063,207.201,103.300,220.566,0.000,16.361,24874.820,1.000,6e-06
5,593.468,0.055,0.000,2.814,0.787,0.781,0.561,2.182,0.504,2.686,0.689,0.092,0.813,9.095,2.296,63.680,2170.000,81.900,3184.000,108500.000,4095.000,0.029,1.000,0.038,0.778,26.496,0.785,0.978,1.000,0.979,0.987,0.989,1.000,1317,48771,48771,1.000,1.000,3224455,203750,48771,243855,154979,3.178,0.063,214.660,101.479,219.455,0.000,16.779,24874.820,1.000,6e-06
6,571.228,0.055,0.000,2.815,0.787,0.782,0.558,2.054,0.521,2.575,0.698,0.091,0.799,9.378,2.399,63.460,2170.000,81.900,3173.000,108500.000,4095.000,0.029,1.000,0.038,0.775,26.496,0.675,0.972,1.000,0.974,0.984,0.987,1.000,1317,48771,48771,1.000,1.000,3224455,203750,48771,243855,154979,3.178,0.063,201.016,101.481,217.776,0.000,16.256,24874.820,1.000,6e-06
7,597.161,0.055,0.000,2.815,0.787,0.781,0.555,2.087,0.545,2.632,0.703,0.094,0.779,9.871,2.331,62.380,2170.000,81.900,3119.000,108500.000,4095.000,0.029,1.000,0.038,0.762,26.496,0.632,0.974,1.000,0.977,0.986,0.989,1.000,1316,48771,48771,1.000,1.000,3221295,203750,48771,243855,154979,3.178,0.063,204.669,108.084,218.858,0.000,15.966,24874.820,1.000,6e-06
