split,auroc,auprc,accuracy,sensitivity,specificity,precision,recall,f1,mcc
test,0.6535013751478843,0.6801884159796387,0.6064643701951508,0.5162768355319071,0.6966985840511664,0.6300505050505051,0.5162768355319071,0.5675176181482159,0.2165265678488929
