split,auroc,auprc,accuracy,sensitivity,specificity,precision,recall,f1,mcc
test,0.6851377966837449,0.7059065718510741,0.597908042578356,0.2535195654583749,0.942474768013605,0.8151360342164666,0.2535195654583749,0.3867531003382187,0.27039215472746897
