Epoch,Epoch Time,Train BCE Loss,Train GS Loss,Train RD Loss,Train Deg MMD,Train Clus MMD,Train Total Loss,Val Pair Loss,Val Topology Loss,Val Loss,Val auprc,Internal Val graph_sim,Internal Val relative_density,Internal Val deg_dist_mmd,Internal Val cc_mmd,Internal Val Top-m Mean Pred Edges,Internal Val Fixed Threshold Mean Pred Edges,Internal Val Mean Target Edges,Internal Val Top-m Total Pred Edges,Internal Val Fixed Threshold Total Pred Edges,Internal Val Total Target Edges,Internal Val Top-m Pred Edge Fraction,Internal Val Fixed Threshold Pred Edge Fraction,Internal Val Target Edge Fraction,Internal Val Top-m Pred/Target Edge Ratio,Internal Val Fixed Threshold Pred/Target Edge Ratio,Internal Val Prob Min,Internal Val Prob Mean,Internal Val Prob Max,Internal Val Prob P50,Internal Val Prob P90,Internal Val Prob P95,Internal Val Prob >= Threshold Fraction,Planned Subgraphs,Covered Positive Edges,Total Positive Edges,Positive Edge Coverage Ratio,Mean Positive Edge Reuse,All Subgraph Pairs,Supervised Pairs,BCE Positive Pairs,BCE Target Negative Pairs,BCE Negative Pairs,BCE Negative Ratio,BCE Supervised Fraction,edge_cover_sampling_s,train_forward_backward_s,val_pair_pass_s,val_threshold_s,internal_val_topology_s,peak_gpu_mem_mb,Topology Loss Scale,Learning Rate
1,556.855,0.049,0.000,2.832,0.787,0.734,1.028,2.828,20.772,23.600,0.664,0.127,14.918,12.552,38.735,693.460,2170.000,81.900,34673.000,108500.000,4095.000,0.320,1.000,0.038,8.467,26.496,0.844,0.992,1.000,0.994,0.997,0.998,1.000,1316,48771,48771,1.000,1.000,3221295,203750,48771,243855,154979,3.178,0.063,200.929,127.995,208.081,0.000,17.179,24874.820,1.000,6e-06
2,530.497,0.062,0.000,2.811,0.787,0.779,0.723,2.813,2.832,5.645,0.673,0.141,5.542,6.384,22.493,296.260,2170.000,81.900,14813.000,108500.000,4095.000,0.137,1.000,0.038,3.617,26.496,0.914,0.993,1.000,0.994,0.997,0.997,1.000,1316,48771,48771,1.000,1.000,3221295,203750,48771,243855,154979,3.178,0.063,203.420,91.431,206.152,0.000,18.069,24874.820,1.000,6e-06
3,536.840,0.057,0.000,2.814,0.787,0.780,0.629,2.631,0.445,3.076,0.674,0.117,1.256,7.587,2.946,101.280,2170.000,81.900,5064.000,108500.000,4095.000,0.047,1.000,0.038,1.237,26.496,0.915,0.991,1.000,0.992,0.995,0.996,1.000,1317,48771,48771,1.000,1.000,3224455,203750,48771,243855,154979,3.178,0.063,203.932,92.051,210.441,0.000,16.430,24874.820,1.000,6e-06
4,529.899,0.058,0.000,2.820,0.787,0.781,0.576,2.599,0.496,3.095,0.677,0.090,0.803,8.962,2.198,62.060,2170.000,81.900,3103.000,108500.000,4095.000,0.029,1.000,0.038,0.758,26.496,0.906,0.991,1.000,0.992,0.995,0.996,1.000,1317,48771,48771,1.000,1.000,3224455,203750,48771,243855,154979,3.178,0.063,209.751,92.324,205.532,0.000,17.720,24874.820,1.000,6e-06
5,543.357,0.056,0.000,2.815,0.787,0.781,0.565,2.433,0.530,2.963,0.678,0.092,0.746,9.557,2.302,64.320,2170.000,81.900,3216.000,108500.000,4095.000,0.030,1.000,0.038,0.785,26.496,0.879,0.988,1.000,0.989,0.993,0.994,1.000,1317,48771,48771,1.000,1.000,3224455,203750,48771,243855,154979,3.178,0.063,218.090,93.265,208.137,0.000,16.607,24874.820,1.000,6e-06
6,529.281,0.056,0.000,2.816,0.787,0.782,0.561,2.347,0.514,2.861,0.686,0.094,0.803,9.310,2.246,64.080,2170.000,81.900,3204.000,108500.000,4095.000,0.030,1.000,0.038,0.782,26.496,0.818,0.986,1.000,0.987,0.992,0.993,1.000,1317,48771,48771,1.000,1.000,3224455,203750,48771,243855,154979,3.178,0.063,202.331,92.017,206.340,0.000,16.440,24874.820,1.000,6e-06
7,528.109,0.055,0.000,2.817,0.787,0.781,0.558,2.354,0.545,2.899,0.691,0.094,0.755,9.891,2.233,62.880,2170.000,81.900,3144.000,108500.000,4095.000,0.029,1.000,0.038,0.768,26.496,0.785,0.986,1.000,0.987,0.992,0.994,1.000,1316,48771,48771,1.000,1.000,3221295,203750,48771,243855,154979,3.178,0.063,204.714,92.005,209.581,0.000,16.692,24874.820,1.000,6e-06
