Epoch,Epoch Time,Train BCE Loss,Train GS Loss,Train RD Loss,Train Deg MMD,Train Clus MMD,Train Total Loss,Val Pair Loss,Val Topology Loss,Val Loss,Val auprc,Internal Val graph_sim,Internal Val relative_density,Internal Val deg_dist_mmd,Internal Val cc_mmd,Planned Subgraphs,Covered Positive Edges,Total Positive Edges,Positive Edge Coverage Ratio,Mean Positive Edge Reuse,edge_cover_sampling_s,train_forward_backward_s,val_pair_pass_s,val_threshold_s,internal_val_topology_s,peak_gpu_mem_mb,Topology Loss Scale,Learning Rate
1,10698.539887605002,0.8290167850236614,0.0,0.0,0.0,0.0,0.8290167850236614,1.512905478477478,0.0,1.512905478477478,0.5076748578091832,0.07664028455726403,52.61390167430705,0.694810442983051,0.683656343612161,1540,48771,48771,1.0,1.0,40.345780495496,7622.448545854597,181.8855684620794,4.695495590567589e-05,2289.1637601759285,36549.20751953125,0.0,5e-05
