split,auroc,auprc,accuracy,sensitivity,specificity,precision,recall,f1,mcc
test,0.682706829945488,0.702436710694299,0.622597575399172,0.6992203377304808,0.5459351547192133,0.6064092292901778,0.6992203377304808,0.6495160293814787,0.2480898530998099
