split,auroc,auprc,accuracy,sensitivity,specificity,precision,recall,f1,mcc
test,0.6777936374368071,0.6975369683595168,0.5839739798935542,0.21279976351476185,0.9553403083293283,0.826611166929812,0.21279976351476185,0.3384660593593888,0.2510117659176552
