split,auroc,auprc,accuracy,sensitivity,specificity,precision,recall,f1,mcc
test,0.6864711988451323,0.7025083214298269,0.6105300118273211,0.3341093005210065,0.8870937927464971,0.7475198412698413,0.3341093005210065,0.4618095456983069,0.265476773166419
