split,auroc,auprc,accuracy,sensitivity,specificity,precision,recall,f1,mcc
test,0.6630395044384472,0.6851106819017265,0.6125443524541692,0.5688948010198426,0.6562164959887611,0.623446041708848,0.5688948010198426,0.5949225240542525,0.22597331694879846
