split,auroc,auprc,accuracy,sensitivity,specificity,precision,recall,f1,mcc
test,0.6644782244239549,0.6877905217623486,0.6143554109994086,0.5571813915678232,0.6715590225146956,0.6292617785753036,0.5571813915678232,0.5910320228902912,0.23024988869041144
