split,auroc,auprc,accuracy,sensitivity,specificity,precision,recall,f1,mcc
test,0.6850520614683211,0.7164478026832501,0.6243162329982259,0.49111332816021874,0.7575880808902362,0.6696392583635631,0.49111332816021874,0.5666474814009508,0.2580265616599646
