Epoch,Epoch Time,Train Loss,Val Loss,Val auprc,Val auroc,Val f1,Val accuracy,Learning Rate
1,703.1982280267403,0.6646245036255843,0.5153718590736389,0.845018205703506,0.8487565610680736,0.7440098661028893,0.7616469816272966,9.076281865518155e-05
2,690.6246379599907,0.47996605898304084,0.4483529329299927,0.8910455577584437,0.8936278234797493,0.8186441356665198,0.8142634514435696,9.891006410716841e-05
3,698.0921889804304,0.42322853352562545,0.4203047752380371,0.9128315687926046,0.9149329123925378,0.8251315119633463,0.8309547244094488,9.41615222844648e-05
4,687.6720234383829,0.3861959000838361,0.3922237157821655,0.9260801058303104,0.9272208115701849,0.8494623655913979,0.8495734908136483,8.598794312921012e-05
5,693.0764126460999,0.35592598374933004,0.3906424939632416,0.9301085157459954,0.9320208242716035,0.8573987380419296,0.8563402230971129,7.502615570228941e-05
6,612.022813773714,0.6850510139998637,0.4832693040370941,0.9371925607330064,0.9382014703977397,0.866474153007687,0.8653625328083989,7.214634834153863e-05
7,609.029991991818,0.6586123973915451,0.4533175230026245,0.9366601061954974,0.9384136708703898,0.8614643064904846,0.8632709973753281,6.917201884632993e-05
8,608.9568842090666,0.6426025801191204,0.46081843972206116,0.935480253231728,0.9382744934628228,0.8665817479557875,0.8668389107611548,6.61158619736988e-05
9,606.6860171072185,0.6282701652693121,0.44306832551956177,0.9349581028648727,0.9361746825814274,0.8589147286821706,0.8619176509186351,6.300752573755987e-05
10,607.7863499023952,0.6111872035029687,0.44099727272987366,0.9343559088411625,0.9368033153393208,0.8615602011553967,0.863394028871391,5.982739616875198e-05
11,606.5734676793218,0.5933463184457076,0.4204641282558441,0.9347386118080265,0.9383583578075023,0.8661286296696896,0.8680282152230971,5.660532307354474e-05
12,603.3145989272743,0.5656446057714914,0.414216011762619,0.933342572000128,0.9360212026231793,0.8634957303741595,0.8642962598425197,5.33550586052084e-05
13,604.4891337431036,0.5422975963275684,0.39905720949172974,0.933894566505642,0.9379364493810296,0.8698292843072882,0.8699146981627297,5.0090475240814905e-05
14,604.6347285802476,0.5167637066229394,0.3942701816558838,0.9332142686398857,0.9374817648365333,0.873539046386541,0.8717601706036745,4.6825506572019094e-05
15,611.5761811910197,0.4899673839540858,0.39117783308029175,0.9332648849844267,0.9361061164494704,0.8675064625989906,0.8675770997375328,4.357408783499625e-05
16,601.7084377841093,0.4691102215333989,0.390523761510849,0.9331067998647102,0.9369249004750015,0.86974892337694,0.8685203412073491,4.035009643336081e-05
