split,auroc,auprc,accuracy,sensitivity,specificity,precision,recall,f1,mcc
test,0.66820079637299,0.6904458952804734,0.6181992903607333,0.6023352917267117,0.6340714998706052,0.6221993205847551,0.6023352917267117,0.6121061920318426,0.23652546745993197
