scope,node_size,graph_count,graph_sim,relative_density,deg_dist_mmd,cc_mmd,laplacian_eigen_mmd
node_size,20,50,0.4754417086852925,1.645154498911006,0.1432388310306043,0.11909020696129025,0.07897556498071223
node_size,40,50,0.4119574732264076,2.018357333317806,0.15498019141186536,0.14990424558636062,0.07374780663714908
node_size,60,50,0.3747461119949635,2.486840636764248,0.21596887974531476,0.19278307697487063,0.08813072307561565
node_size,80,50,0.32267170181318877,3.143117324535025,0.25865451158129216,0.22907754976950656,0.109885462762638
node_size,100,50,0.31203252389597513,3.3705043107122403,0.28196969136486283,0.25825603604077796,0.12951673794498197
node_size,120,50,0.23770339161839427,4.228687993212834,0.3628631719230897,0.3099372708688186,0.17711725844859472
node_size,140,50,0.2148675902169691,4.666065349389089,0.3847969330591545,0.3501031958548235,0.19796570692060067
node_size,160,50,0.24502185848201244,4.388381831029731,0.3351764988955295,0.3035256239102049,0.17518588692235748
node_size,180,50,0.21736600047327953,4.810375671195199,0.3755088831136788,0.32515510424397864,0.19021691257523976
node_size,200,50,0.18522192718961075,5.600110637190281,0.417255691106609,0.37360948574663944,0.22686293097266108
summary,all,500,0.29970302875960936,3.6357595586257467,0.2930413283232001,0.2611441795957271,0.14476049912405506
