split,auroc,auprc,accuracy,sensitivity,specificity,precision,recall,f1,mcc
test,0.6797219786485852,0.7124586307530779,0.6229671791839149,0.5897350626316373,0.6562164959887611,0.631853992636288,0.5897350626316373,0.6100684224609151,0.24649583783318804
