scope,node_size,graph_count,graph_sim,relative_density,deg_dist_mmd,cc_mmd,laplacian_eigen_mmd
node_size,20,50,0.4417062419681488,0.7090983388870333,0.08230028163829539,0.046538781918042726,0.1467793866082432
node_size,40,50,0.3967633338145272,0.7771841708280323,0.0383347672615848,0.03760767421329736,0.07383273166276094
node_size,60,50,0.3745836597346431,0.8653892126813871,0.023703605298462715,0.022117098827960868,0.057253829919410526
node_size,80,50,0.3554154039520176,0.9909792163814244,0.029471109220924552,0.03308016377203127,0.051249374937406555
node_size,100,50,0.3490908178154022,1.017477364017209,0.027291976844993515,0.04106930771057726,0.04131719070562956
node_size,120,50,0.29571767512730185,1.3018044587248092,0.04036158729223538,0.06337635911981021,0.047689808187552085
node_size,140,50,0.26753559981365066,1.3214003524885818,0.044647486779440415,0.09094399152769106,0.048771049813945755
node_size,160,50,0.29943318941817415,1.3068964851444305,0.03615459692249545,0.07879041817990862,0.042339676200537246
node_size,180,50,0.2600342718672457,1.3599601755237076,0.041449931695770825,0.10117940957365357,0.0431654812660458
node_size,200,50,0.24037434892893456,1.441047812465654,0.05684176977345823,0.13685746116943287,0.05332359237729345
summary,all,500,0.32806545424400463,1.109123758714227,0.042055711272766125,0.06515606660124058,0.060572212167882514
