split,auroc,auprc,accuracy,sensitivity,specificity,precision,recall,f1,mcc
test,0.6477030138913424,0.6307658294243186,0.5982961265523359,0.8416657428962051,0.35480054715516285,0.5661943823017649,0.8416657428962051,0.6769797750137458,0.2249316575717208
