split,auroc,auprc,accuracy,sensitivity,specificity,precision,recall,f1,mcc
test,0.6670410558181982,0.6862554498194042,0.6161295091661738,0.5739570631489488,0.6583237827646123,0.626962663975782,0.5739570631489488,0.5992900960685211,0.23311074518323857
