Epoch,Epoch Time,Train BCE Loss,Train GS Loss,Train RD Loss,Train Deg MMD,Train Clus MMD,Train Total Loss,Val Pair Loss,Val Topology Loss,Val Loss,Val auprc,Internal Val graph_sim,Internal Val relative_density,Internal Val deg_dist_mmd,Internal Val cc_mmd,Planned Subgraphs,Covered Positive Edges,Total Positive Edges,Positive Edge Coverage Ratio,Mean Positive Edge Reuse,All Subgraph Pairs,Supervised Pairs,BCE Positive Pairs,BCE Target Negative Pairs,BCE Negative Pairs,BCE Negative Ratio,BCE Supervised Fraction,edge_cover_sampling_s,train_forward_backward_s,val_pair_pass_s,val_threshold_s,internal_val_topology_s,peak_gpu_mem_mb,Topology Loss Scale,Learning Rate
1,11409.656141343992,0.6363292866713041,0.7685958668009027,0.871152827985488,0.40399918471063884,0.0,1.3579564775352355,0.5109267234802246,18.208261625053098,18.719188348533322,0.9210112809809772,0.20597035319487159,6.500544187931297,28.767715900987696,0.0,1540,48771,48771,1.0,1.0,2725800,203750,48771,243855,154979,3.177687560230465,0.07474869763005357,233.97272636229172,8717.630818381207,176.39320467505604,5.4045580327510834e-05,2237.244683424011,38588.89794921875,1.0,6e-06
2,11466.035063981079,0.6488704923081337,0.6989683408565558,0.6943251548574129,0.30460893752200746,0.0,1.2516470612177744,0.5690065622329712,11.796478558059457,12.365485120292428,0.928215856019478,0.2198688104823995,5.2386089927870625,22.925465696982577,0.0,1542,48771,48771,1.0,1.0,2729340,203750,48771,243855,154979,3.177687560230465,0.07465174730887321,245.1015968072461,8768.658610258717,173.59351573418826,4.3744221329689026e-05,2233.5245611527935,38910.9521484375,1.0,6e-06
3,11415.152950521093,0.683004407837049,0.6394688162534443,0.43940787466265874,0.18200011124941995,0.0,1.1318520468639754,0.5831084847450256,11.548240707104702,12.131349191849727,0.9314951605002786,0.2229808183939234,5.181634388045106,22.717028157773065,0.0,1541,48771,48771,1.0,1.0,2727570,203750,48771,243855,154979,3.177687560230465,0.07470019101251298,224.97080080304295,8751.725897919852,175.0206233211793,5.422299727797508e-05,2218.1446300023235,39371.208984375,1.0,6e-06
4,11399.24813857628,0.6709552121425433,0.6215700828394745,0.38044527504232933,0.15611599761893577,0.0,1.0831225057803988,0.6002839803695679,9.688308794932619,10.288592775302186,0.9325602683523526,0.22811003228815732,4.767115562970143,20.214169713907594,0.0,1541,48771,48771,1.0,1.0,2727570,203750,48771,243855,154979,3.177687560230465,0.07470019101251298,234.85718185571022,8729.695110330358,180.33942152932286,5.513383075594902e-05,2209.4080850910395,39167.95263671875,1.0,6e-06
5,11413.521858409978,0.6675921341622031,0.608536402939202,0.3372316260156887,0.1384167401047496,0.0,1.0530966114494709,0.6042929887771606,9.362166231924887,9.966459220702047,0.9330750984470737,0.22934679649582138,4.695420876978945,19.64784436395399,0.0,1540,48771,48771,1.0,1.0,2725800,203750,48771,243855,154979,3.177687560230465,0.07474869763005357,228.60918346676044,8730.473688414902,173.67999298498034,6.102072075009346e-05,2235.6936815129593,38479.00341796875,1.0,6e-06
6,11401.582523832098,0.6667221981534389,0.6004917280103446,0.3269735430119663,0.13356405017286269,0.0,1.0440669991897393,0.6046533584594727,8.942796531129682,9.547449889589155,0.9340867142486932,0.2308526339568929,4.596149982423505,19.027082265176915,0.0,1542,48771,48771,1.0,1.0,2729340,203750,48771,243855,154979,3.177687560230465,0.07465174730887321,238.86667881614994,8726.999374153558,174.43010027194396,4.664808511734009e-05,2216.389590941835,39444.20458984375,1.0,6e-06
7,11409.688636709936,0.6600943430726363,0.5953566424456763,0.32445589794325874,0.13142780357177655,0.0,1.03418848759783,0.6127652525901794,8.695459253506007,9.308224506096186,0.9344478911598197,0.23137707220335524,4.539228815801078,18.597853026724447,0.0,1541,48771,48771,1.0,1.0,2727570,203750,48771,243855,154979,3.177687560230465,0.07470019101251298,236.63615193543956,8731.896869018557,175.55042610084638,5.318596959114075e-05,2220.698926121928,39282.7451171875,1.0,6e-06
8,11414.037520906888,0.6502281473218273,0.5869663629842841,0.3093311021734201,0.12574792395622061,0.0,1.0137275547891527,0.6169496178627014,8.749757164005963,9.366706781868665,0.9347521786249413,0.23098999082480107,4.552727603218343,18.6717374706223,0.0,1541,48771,48771,1.0,1.0,2727570,203750,48771,243855,154979,3.177687560230465,0.07470019101251298,234.01473304990213,8735.343166497652,176.13419553032145,5.88088296353817e-05,2223.78313618619,38805.00439453125,1.0,6e-06
9,11426.22138728667,0.6547554400081684,0.5822905078675359,0.30680159265314466,0.12283755068187974,0.0,1.015043459837503,0.6087968349456787,8.393101767923827,9.001898602869506,0.9358629285763715,0.23293538287906926,4.458276117345021,18.28517323481314,0.0,1541,48771,48771,1.0,1.0,2727570,203750,48771,243855,154979,3.177687560230465,0.07470019101251298,228.51560120785143,8733.296708151116,174.8674920797348,3.2912008464336395e-05,2244.8314010808244,38825.8505859375,1.0,6e-06
10,11434.482464162633,0.6455314354529866,0.5795751599272221,0.30853455322374584,0.12242322467813857,0.0,1.0055867682448616,0.6134428381919861,8.461682385369494,9.07512522356148,0.9364835288201688,0.23372639846200158,4.478718327851674,18.318800551947866,0.0,1541,48771,48771,1.0,1.0,2727570,203750,48771,243855,154979,3.177687560230465,0.07470019101251298,235.92770788876805,8762.881950634881,176.10355043504387,4.085199907422066e-05,2214.659250666853,38409.09765625,1.0,6e-06
11,11417.633594437968,0.6449278582046932,0.5759630191650836,0.30426020563692435,0.12042075472892336,0.0,1.00149511486949,0.6133362054824829,8.043090769493908,8.656426974976391,0.9367082600633222,0.2356886620248766,4.366004732147004,17.847248437509364,0.0,1542,48771,48771,1.0,1.0,2729340,203750,48771,243855,154979,3.177687560230465,0.07465174730887321,236.63606190204155,8741.605724764639,173.6766478852369,4.013488069176674e-05,2220.774500472937,38894.7841796875,1.0,6e-06
12,11428.295250392053,0.6421845713890194,0.5712417719969108,0.2995522043738444,0.11894349925012113,0.0,0.9947592027190442,0.6122226119041443,8.016613993396032,8.628836605300176,0.9375746190698203,0.23658089166318216,4.35456096833876,17.903544165615337,0.0,1541,48771,48771,1.0,1.0,2727570,203750,48771,243855,154979,3.177687560230465,0.07470019101251298,231.08840932836756,8730.375928839669,173.64494412392378,3.540609031915665e-05,2248.476419794373,38929.14208984375,1.0,6e-06
13,11440.253290563822,0.6388059191062495,0.5696167229909853,0.2953766815697969,0.11713374488776106,0.0,0.9886613353013528,0.6134417653083801,8.478085957856234,9.091527723164614,0.9375421803372423,0.23556714646955254,4.485406943388202,18.29271171108112,0.0,1541,48771,48771,1.0,1.0,2727570,203750,48771,243855,154979,3.177687560230465,0.07470019101251298,238.68775939557236,8749.846831343253,174.009433216881,4.378519952297211e-05,2232.393726615235,38913.54248046875,1.0,6e-06
14,11405.016535034869,0.6357147423327162,0.5663450415537717,0.2976166288394358,0.11712100864306565,0.0,0.9854311361686795,0.6133487224578857,8.214160391303254,8.82750911376114,0.9378309312911292,0.23687478351349284,4.4088768108284215,18.119120436008597,0.0,1543,48771,48771,1.0,1.0,2731110,203750,48771,243855,154979,3.177687560230465,0.07460336639681302,232.04267212399282,8738.599940761924,173.65569195430726,3.776000812649727e-05,2215.487008993048,39037.904296875,1.0,6e-06
15,11433.577377102338,0.6334450412759057,0.563800463049483,0.29531299482774953,0.11656011836228822,0.0,0.9811500639457802,0.6135115623474121,8.057944299557432,8.671455861904844,0.938475289256849,0.23726187508464144,4.364652482062254,17.977247397103987,0.0,1542,48771,48771,1.0,1.0,2729340,203750,48771,243855,154979,3.177687560230465,0.07465174730887321,225.25207581487484,8755.125205946737,182.14574900316074,3.6038924008607864e-05,2225.946008478757,39144.3798828125,1.0,6e-06
16,11432.059101693798,0.6296453760929609,0.5591839328311606,0.2814099174560605,0.11123346462942438,0.0,0.9686792283747756,0.6177871823310852,8.187558194869977,8.805345377201062,0.9384373338418824,0.23668895171573162,4.402601445014051,18.069572405634766,0.0,1542,48771,48771,1.0,1.0,2729340,203750,48771,243855,154979,3.177687560230465,0.07465174730887321,236.70496967539657,8751.917390648625,175.9525371659547,3.404403105378151e-05,2222.6678735390306,38787.47021484375,1.0,6e-06
