scope,node_size,graph_count,graph_sim,relative_density,deg_dist_mmd,cc_mmd,laplacian_eigen_mmd
node_size,20,50,0.4842116509791862,1.3028721107654888,5.874381916958455,6.307727490602512,3.3889381533572127
node_size,40,50,0.4296724934390907,1.6077829357989792,11.668754193315529,8.470549502947172,5.8583192795670325
node_size,60,50,0.3930561137600669,1.9102114951077698,10.203493037307032,7.426975999610714,5.186007737197948
node_size,80,50,0.35543876830278603,2.2915638545609305,3.3257928178986056,3.6896848644326323,2.2416328810424937
node_size,100,50,0.3376798451309016,2.481804471984366,7.938203200968669,5.9289658564789365,4.426077283819585
node_size,120,50,0.267856556789049,3.197067785476479,53.08224887488571,31.262288449124494,22.76559305845403
node_size,140,50,0.2439412745388113,3.3989469679763187,69.07326777416,65.79104046879462,37.66875663951328
node_size,160,50,0.27238598235246403,3.301028175163499,24.190902708471675,14.713282139764674,16.356753367828805
node_size,180,50,0.24237684082870672,3.5573594747493034,69.83444181040342,38.728239237263026,63.365495603685574
node_size,200,50,0.20832685957218103,3.907364728256107,18.7220499826491,14.382006270459259,12.574737395928082
summary,all,500,0.32349463856932437,2.6956001999839243,27.391353631701815,19.670076027947804,17.383231140039403
