Epoch,Epoch Time,Train Loss,Val Loss,Val auprc,Val auroc,Val f1,Val accuracy,Learning Rate
1,698.4926436599344,0.649442268663953,0.5071212649345398,0.8420037240008813,0.8510540108647584,0.7826053163376341,0.7705872703412073,9.076281865518155e-05
2,689.5497234128416,0.47370137581647614,0.4547714591026306,0.8907173439465033,0.8918185407274382,0.8089169364422407,0.8087680446194225,9.891006410716841e-05
3,690.8062005862594,0.4192819610476641,0.4095879793167114,0.91648693737921,0.9166297626997619,0.8355701934952655,0.8362040682414699,9.41615222844648e-05
4,692.1249258439057,0.37967658354877837,0.3881467878818512,0.9265748499469567,0.9278553779356515,0.8506477633830359,0.8496555118110236,8.599987840877976e-05
5,693.1785673489794,0.35043488477765045,0.3853074908256531,0.9303094854833307,0.9328287401077529,0.8561159893812539,0.8555200131233596,7.504104060580393e-05
6,609.1851849341765,0.6755558954257714,0.48455575108528137,0.9350263763538186,0.9365975059405873,0.8674210839785587,0.8630659448818898,7.216176362307496e-05
7,601.7691148291342,0.6494491855172735,0.46644872426986694,0.9342412413253299,0.9357638609863386,0.8644578313253012,0.8634350393700787,6.918789871181441e-05
8,600.7096095280722,0.6327317743317077,0.4601321816444397,0.9353729866773306,0.9373801669435963,0.863587717131802,0.8640912073490814,6.613213864616377e-05
9,603.5130408820696,0.6176048832112238,0.45486053824424744,0.9346073181868663,0.9368428054486798,0.8658324221439274,0.8641322178477691,6.300752573755987e-05
10,599.2614412093535,0.5989268690739807,0.419063925743103,0.933600968045607,0.9368411437694616,0.8681765155476889,0.865608595800525,5.982739616875198e-05
11,598.7996273720637,0.5742350973973148,0.41487178206443787,0.9346428886795297,0.9373236193943261,0.8675033727157516,0.8670849737532809,5.660532307354474e-05
12,605.1576194958761,0.5493833525400412,0.40388429164886475,0.9340568968673465,0.9370306828394922,0.8677887597700674,0.868889435695538,5.3372214948943075e-05
13,605.0172057440504,0.5236578064921655,0.39646103978157043,0.9335650634440901,0.9364506491531507,0.8688591814975806,0.8688484251968503,5.010767050041733e-05
14,606.9016278176568,0.4997274269006754,0.39052391052246094,0.9341250750475537,0.9371660054203707,0.87261533476447,0.8710219816272966,4.6842667356278525e-05
15,601.1701914253645,0.47614029920414874,0.3882838785648346,0.9315500009121598,0.9368031336982726,0.8720769168092561,0.8712270341207349,4.3591140899846406e-05
16,604.933991023805,0.4498362492181753,0.39373812079429626,0.9202822435076314,0.9307583382575436,0.8695581148411337,0.8690124671916011,4.036696899449336e-05
17,599.9473272110336,0.4269322605117371,0.39266258478164673,0.9224745150924838,0.9277046595940801,0.8686777233631013,0.869135498687664,3.71839127514363e-05
18,604.1287749661133,0.40461131832317304,0.39231428503990173,0.9206384766977905,0.927808292539501,0.8688733029818301,0.868889435695538,3.405555779583914e-05
