Epoch,Epoch Time,Train Loss,Val Loss,Val auprc,Val auroc,Val f1,Val accuracy,Learning Rate
1,1020.7303414428607,0.5879787339374717,0.4841296076774597,0.875305727144087,0.8706904912895885,0.779187709544625,0.786622375328084,9.06749879829124e-05
2,1027.0766778765246,0.45631495874209943,0.4312635660171509,0.9089769413885731,0.9056866396584369,0.8172980221253772,0.8211942257217848,9.891363197887649e-05
3,1019.9894401645288,0.40592054274905787,0.3993171155452728,0.9231950005011266,0.9220605407595281,0.8461725198252145,0.8440780839895013,9.41615222844648e-05
4,1012.8893116014078,0.37352926003301673,0.37672075629234314,0.9356465385293896,0.934492003639683,0.8526852936255647,0.8555610236220472,8.599987840877976e-05
5,1023.2098356364295,0.3456284505879424,0.3716244101524353,0.9380371816185716,0.9377535805739339,0.8601049109908719,0.8610974409448819,7.504104060580393e-05
6,866.8123289439827,0.6728525105275606,0.45577627420425415,0.9420641663734111,0.9414143439850222,0.8700278277950565,0.869750656167979,7.216176362307496e-05
7,861.473551645875,0.6414862306494462,0.4646882116794586,0.9413647354548715,0.9407082581387046,0.8701620436177557,0.868889435695538,6.918789871181441e-05
8,858.8620966728777,0.6180061573260709,0.43629130721092224,0.9397256867402608,0.9394164101855822,0.8707587039645804,0.8683152887139107,6.613213864616377e-05
9,855.7256793798879,0.5935040557855054,0.4318827688694,0.9395203597562717,0.9386567906859046,0.8701193278675217,0.868766404199475,6.302412820801804e-05
10,861.1755849430338,0.5636415890172908,0.3979533314704895,0.9389853511644504,0.9389045860765475,0.8748785228377065,0.8732775590551181,5.98442554840399e-05
11,859.1014044042677,0.5324028742940803,0.3950069844722748,0.9382454073086482,0.9376684851065945,0.8673656182393077,0.869258530183727,5.662236727629799e-05
12,860.615137455985,0.4967422416335658,0.3828760087490082,0.935831891296706,0.937206656014204,0.8724449766692819,0.8733185695538058,5.3372214948943075e-05
13,864.9866247633472,0.454087651756249,0.3842979669570923,0.9354874240950168,0.9347999524907746,0.8699328525242477,0.8713090551181102,5.010767050041733e-05
14,857.8651594240218,0.4268995890687955,0.3880700170993805,0.9230267568498255,0.9313182804257248,0.872162775616083,0.8706528871391076,4.685982851398624e-05
15,856.3753710370511,0.394841645677623,0.38480332493782043,0.9334706152370865,0.9340364815281313,0.8716538019379209,0.8718011811023622,4.360819472271001e-05
16,855.7169039715081,0.3612471629130213,0.3927527666091919,0.926559583095412,0.9294271011067559,0.8746124979605155,0.8739337270341208,4.0383842694969255e-05
