Epoch,Epoch Time,Train BCE Loss,Train GS Loss,Train RD Loss,Train Deg MMD,Train Clus MMD,Train Total Loss,Val Pair Loss,Val Topology Loss,Val Loss,Val auprc,Internal Val graph_sim,Internal Val relative_density,Internal Val deg_dist_mmd,Internal Val cc_mmd,Internal Val Top-m Mean Pred Edges,Internal Val Fixed Threshold Mean Pred Edges,Internal Val Mean Target Edges,Internal Val Top-m Total Pred Edges,Internal Val Fixed Threshold Total Pred Edges,Internal Val Total Target Edges,Internal Val Top-m Pred Edge Fraction,Internal Val Fixed Threshold Pred Edge Fraction,Internal Val Target Edge Fraction,Internal Val Top-m Pred/Target Edge Ratio,Internal Val Fixed Threshold Pred/Target Edge Ratio,Internal Val Prob Min,Internal Val Prob Mean,Internal Val Prob Max,Internal Val Prob P50,Internal Val Prob P90,Internal Val Prob P95,Internal Val Prob >= Threshold Fraction,Planned Subgraphs,Covered Positive Edges,Total Positive Edges,Positive Edge Coverage Ratio,Mean Positive Edge Reuse,All Subgraph Pairs,Supervised Pairs,BCE Positive Pairs,BCE Target Negative Pairs,BCE Negative Pairs,BCE Negative Ratio,BCE Supervised Fraction,edge_cover_sampling_s,train_forward_backward_s,val_pair_pass_s,val_threshold_s,internal_val_topology_s,peak_gpu_mem_mb,Topology Loss Scale,Learning Rate
1,554.341,4.813,0.000,0.987,0.140,0.314,5.132,1.608,34.753,36.361,0.449,0.080,19.306,11.653,32.957,847.140,0.000,81.900,42357.000,0.000,4095.000,0.390,0.000,0.038,10.344,0.000,0.034,0.044,0.047,0.044,0.045,0.045,0.000,1316,48771,48771,1.000,1.000,3221295,203750,48771,243855,154979,3.178,0.063,201.997,124.318,202.797,0.000,17.491,24870.565,1.000,6e-06
2,614.842,2.306,0.000,0.680,0.553,0.780,2.596,0.730,14.310,15.040,0.413,0.058,12.521,10.537,25.473,557.240,0.000,81.900,27862.000,0.000,4095.000,0.257,0.000,0.038,6.804,0.000,0.324,0.394,0.408,0.395,0.400,0.401,0.000,1316,48771,48771,1.000,1.000,3221295,203750,48771,243855,154979,3.178,0.063,201.467,159.914,235.072,0.000,17.588,24870.565,1.000,6e-06
3,633.008,0.662,0.000,2.225,0.787,0.748,1.065,0.992,2.701,3.692,0.401,0.032,5.666,6.348,10.285,260.320,2170.000,81.900,13016.000,108500.000,4095.000,0.120,1.000,0.038,3.179,26.496,0.798,0.841,0.849,0.841,0.844,0.845,1.000,1317,48771,48771,1.000,1.000,3224455,203750,48771,243855,154979,3.178,0.063,211.501,160.885,237.280,0.000,17.037,24870.565,1.000,6e-06
4,625.885,0.183,0.000,2.706,0.787,0.768,0.555,1.413,0.369,1.782,0.397,0.017,1.880,4.856,2.437,92.100,2170.000,81.900,4605.000,108500.000,4095.000,0.042,1.000,0.038,1.125,26.496,0.921,0.939,0.943,0.940,0.941,0.941,1.000,1317,48771,48771,1.000,1.000,3224455,203750,48771,243855,154979,3.178,0.063,208.563,161.554,234.535,0.000,18.089,24870.565,1.000,6e-06
5,639.551,0.082,0.000,2.801,0.787,0.780,0.423,1.754,0.351,2.105,0.395,0.011,1.217,5.675,3.111,68.440,2170.000,81.900,3422.000,108500.000,4095.000,0.032,1.000,0.038,0.836,26.496,0.961,0.971,0.972,0.971,0.971,0.971,1.000,1317,48771,48771,1.000,1.000,3224455,203750,48771,243855,154979,3.178,0.063,216.229,162.231,239.614,0.000,16.463,24870.565,1.000,6e-06
6,628.254,0.045,0.000,2.839,0.787,0.773,0.388,2.005,0.364,2.370,0.394,0.014,1.024,6.002,3.207,63.280,2170.000,81.900,3164.000,108500.000,4095.000,0.029,1.000,0.038,0.773,26.496,0.976,0.982,0.984,0.983,0.983,0.983,1.000,1317,48771,48771,1.000,1.000,3224455,203750,48771,243855,154979,3.178,0.063,203.177,163.199,241.785,0.000,16.731,24870.565,1.000,6e-06
7,627.208,0.030,0.000,2.857,0.787,0.741,0.373,2.206,0.367,2.573,0.394,0.017,0.949,5.984,3.375,60.040,2170.000,81.900,3002.000,108500.000,4095.000,0.028,1.000,0.038,0.733,26.496,0.984,0.988,0.989,0.988,0.989,0.989,1.000,1316,48771,48771,1.000,1.000,3221295,203750,48771,243855,154979,3.178,0.063,203.568,160.918,238.745,0.000,17.677,24870.565,1.000,6e-06
8,639.377,0.021,0.000,2.860,0.787,0.712,0.364,2.374,0.362,2.736,0.393,0.013,0.929,5.955,3.198,61.040,2170.000,81.900,3052.000,108500.000,4095.000,0.028,1.000,0.038,0.745,26.496,0.989,0.992,0.992,0.992,0.992,0.992,1.000,1317,48771,48771,1.000,1.000,3224455,203750,48771,243855,154979,3.178,0.063,214.491,164.361,237.605,0.000,17.385,24870.565,1.000,6e-06
9,630.408,0.016,0.000,2.869,0.787,0.708,0.360,2.507,0.374,2.880,0.393,0.015,0.886,6.095,3.389,59.480,2170.000,81.900,2974.000,108500.000,4095.000,0.027,1.000,0.038,0.726,26.496,0.991,0.994,0.994,0.994,0.994,0.994,1.000,1316,48771,48771,1.000,1.000,3221295,203750,48771,243855,154979,3.178,0.063,196.337,163.521,238.018,0.000,17.350,24870.565,1.000,6e-06
