Epoch,Epoch Time,Train Loss,Val Loss,Val auprc,Val auroc,Val f1,Val accuracy,Learning Rate
1,696.6993391858414,0.6604279493958932,0.5173321962356567,0.8397637579334964,0.8479939579459936,0.7811898016997167,0.7624261811023622,9.076281865518155e-05
2,690.4948877720162,0.47522262370057883,0.4464808702468872,0.8975443782787094,0.8970591103362737,0.8192010361436031,0.8168061023622047,9.891006410716841e-05
3,688.1685460051522,0.4189638342075233,0.4117574095726013,0.913743165549875,0.9149847709117872,0.8380483473909359,0.8354248687664042,9.41615222844648e-05
4,692.0277065639384,0.37982335532074935,0.3886556029319763,0.9275908755905027,0.9281938189367723,0.8481640754217664,0.8494094488188977,8.598794312921012e-05
5,690.703194508329,0.35276415201335265,0.395003080368042,0.9302988112138787,0.9318405623499212,0.858539687586947,0.8540436351706037,7.504104060580393e-05
6,615.8588109361008,0.6811511595782481,0.4817785918712616,0.9359864781043012,0.93654075656793,0.8638914684862923,0.8617536089238845,7.216176362307496e-05
7,608.4046961637214,0.654606591243493,0.47541284561157227,0.9353985147985655,0.9372264481610072,0.8612029081295439,0.8622047244094488,6.918789871181441e-05
8,597.6537528298795,0.6385823139626728,0.4698491394519806,0.9339666129288962,0.9363413416068365,0.864288909675058,0.8631479658792651,6.613213864616377e-05
9,601.091650092043,0.6234725749022082,0.4624791145324707,0.935278750833026,0.9372158793429827,0.8642455160127941,0.8624917979002624,6.300752573755987e-05
10,603.184064807836,0.5968662330194523,0.42289528250694275,0.9349254188891196,0.9378797370093266,0.8675629854512479,0.8622457349081365,5.982739616875198e-05
11,606.5033993772231,0.5829745271880376,0.42020025849342346,0.9364223581371124,0.9386431238788921,0.8656346749226006,0.8665108267716536,5.660532307354474e-05
12,603.6880011749454,0.5527673989926514,0.40002578496932983,0.9342007050899515,0.9383029841975987,0.8708454340109713,0.8686843832020997,5.33550586052084e-05
13,593.7693801107816,0.5320588519698695,0.3999857008457184,0.9335695426008545,0.93677418213343,0.8695863549811611,0.8679872047244095,5.0090475240814905e-05
14,603.7520602908917,0.5047186034290414,0.38763394951820374,0.9341258147667235,0.9374759926876696,0.8711701434159062,0.8703248031496063,4.6842667356278525e-05
15,600.9037302071229,0.47940408393348516,0.3877577483654022,0.9321045487155302,0.9356876087470659,0.8702021442016532,0.8699146981627297,4.3591140899846406e-05
16,601.3071802570485,0.45438609499680366,0.38955995440483093,0.9296689478757222,0.9339272614386179,0.8691669052390495,0.8688074146981627,4.036696899449336e-05
17,600.6929180542938,0.42819261601880976,0.3884902000427246,0.9282363110176326,0.9330223593739211,0.8701458299197116,0.869996719160105,3.71839127514363e-05
18,603.4892320530489,0.4064812783740069,0.39084234833717346,0.924874082325613,0.9328306910671592,0.87093491798608,0.8699557086614174,3.405555779583914e-05
19,602.0181001927704,0.39329241986729596,0.38829702138900757,0.9276389264036587,0.9339380892633222,0.8748132897339631,0.8728264435695539,3.101116211010232e-05
20,598.5057774023153,0.3704306311709316,0.4019378423690796,0.9113262679813654,0.9248470288048729,0.8719512195121951,0.8708169291338582,2.8031515197497673e-05
21,605.0341947260313,0.3592442908569386,0.3994329571723938,0.9187523791035632,0.9303356225375234,0.8727820283249227,0.8718011811023622,2.5145632985948122e-05
