split,auroc,auprc,accuracy,sensitivity,specificity,precision,recall,f1,mcc
test,0.6873382685359565,0.7186119103691087,0.6277720283855707,0.5767283745334959,0.6788421013715848,0.6424367153735336,0.5767283745334959,0.6078118306787648,0.2569116705047688
