Epoch,Epoch Time,Train BCE Loss,Train GS Loss,Train RD Loss,Train Deg MMD,Train Clus MMD,Train Total Loss,Val Pair Loss,Val Topology Loss,Val Loss,Val auprc,Internal Val graph_sim,Internal Val relative_density,Internal Val deg_dist_mmd,Internal Val cc_mmd,Planned Subgraphs,Covered Positive Edges,Total Positive Edges,Positive Edge Coverage Ratio,Mean Positive Edge Reuse,All Subgraph Pairs,Supervised Pairs,BCE Positive Pairs,BCE Target Negative Pairs,BCE Negative Pairs,BCE Negative Ratio,BCE Supervised Fraction,edge_cover_sampling_s,train_forward_backward_s,val_pair_pass_s,val_threshold_s,internal_val_topology_s,peak_gpu_mem_mb,Topology Loss Scale,Learning Rate
1,20796.78203815315,0.6799069629001921,0.7361474582727167,0.4976053603486912,0.19605112991769097,0.0,1.1908886464818127,0.48814907670021057,55.575368902121674,56.063517978821885,0.9098030258550454,0.17430104336233448,11.387454504594077,44.87819519362128,0.0,2668,48771,48771,1.0,1.0,1620810,203750,48771,243855,154979,3.177687560230465,0.1257087505629901,575.4865290040616,15412.564670951338,313.8925598366186,3.283098340034485e-05,4456.960872140713,21799.5107421875,1.0,6e-06
2,20705.084575624205,0.6827932231943646,0.6545178088871971,0.35662084268828936,0.12042331548108869,0.0,1.0904173261222097,0.4921388328075409,30.601569465093867,31.093708297901408,0.9254688210473101,0.19289842838682733,8.420584025159103,36.9320242768556,0.0,2668,48771,48771,1.0,1.0,1620810,203750,48771,243855,154979,3.177687560230465,0.1257087505629901,555.5741980122402,15480.733881726861,232.73026943579316,3.7078745663166046e-05,4398.351914922707,21799.51123046875,1.0,6e-06
3,20754.544501015916,0.6578240829181582,0.6133800775594033,0.28933893289844026,0.09416353684686096,0.0,1.0168341543009218,0.4973519444465637,25.444671666920122,25.942023611366686,0.9283925481494677,0.20150657254468604,7.669529485000962,34.320122461513506,0.0,2670,48771,48771,1.0,1.0,1622025,203750,48771,243855,154979,3.177687560230465,0.12561458670489048,572.9219343231525,15567.840333503438,298.8130055209622,3.698747605085373e-05,4277.897678256966,21766.3740234375,1.0,6e-06
4,21071.534136491828,0.6402276947496982,0.5969698852972843,0.2602277649290718,0.0833045565353971,0.0,0.9787653277500062,0.5015231370925903,23.020462781732952,23.521985918825543,0.9291888845195767,0.20475049938139184,7.298872382981674,32.586789818841915,0.0,2669,48771,48771,1.0,1.0,1621245,203750,48771,243855,154979,3.177687560230465,0.1256750213570435,563.5584811791778,15573.792458862066,316.68460198584944,3.0399300158023834e-05,4580.373971858993,21766.3720703125,1.0,6e-06
5,21009.95475930255,0.6329955969929114,0.5845523597173222,0.24864817710009132,0.07875419874337894,0.0,0.9612937260197038,0.5052059888839722,21.518985443272214,22.024191432156186,0.9290812653586826,0.20688950510804588,7.060718108758518,31.412399818899917,0.0,2667,48771,48771,1.0,1.0,1620030,203750,48771,243855,154979,3.177687560230465,0.1257692758776072,566.862932890188,15773.374057959532,217.7895041666925,2.8759241104125977e-05,4415.232278247364,21799.51318359375,1.0,6e-06
6,20446.42197978031,0.6346405443849524,0.5765864450237465,0.24133680493225781,0.07618113540450747,0.0,0.956474526761935,0.5105271935462952,19.897543485708688,20.408070679254983,0.9293078542678368,0.2092584066689186,6.8030235501452285,29.779979216331668,0.0,2669,48771,48771,1.0,1.0,1621245,203750,48771,243855,154979,3.177687560230465,0.1256750213570435,540.350565263303,15430.223730664235,216.1648262506351,2.9793009161949158e-05,4222.2254435792565,21799.51123046875,1.0,6e-06
7,20024.806721694767,0.6276907515411881,0.5717469616339304,0.2377098511761654,0.07414532972240019,0.0,0.9458934160722964,0.5130260586738586,19.564764404692575,20.077790463366433,0.9297409881452525,0.20961302844076754,6.750922359667914,29.368202470193825,0.0,2668,48771,48771,1.0,1.0,1620810,203750,48771,243855,154979,3.177687560230465,0.1257087505629901,551.9722087958362,14999.094592833193,225.43927760981023,3.5054050385951996e-05,4209.70602307003,21799.51123046875,1.0,6e-06
8,20116.13054443337,0.6139361127434978,0.5655566591388413,0.2339918546664256,0.0731374331742648,0.0,0.9281478883309863,0.5166358947753906,19.903176174591998,20.41981206936739,0.9302319848228595,0.20998661606997987,6.8070897277942,29.677603281484515,0.0,2669,48771,48771,1.0,1.0,1621245,203750,48771,243855,154979,3.177687560230465,0.1256750213570435,554.7442112390418,15122.965500409482,213.0625974945724,3.3721327781677246e-05,4187.102543420158,21766.3720703125,1.0,6e-06
9,20181.60861786455,0.6172199173199103,0.5609863455599167,0.22956570347927743,0.07107729014385952,0.0,0.9275312923425146,0.5181183815002441,18.45310607886179,18.971224460362034,0.9304690422732343,0.21199416966639759,6.565430525562514,28.259976117044424,0.0,2670,48771,48771,1.0,1.0,1622025,203750,48771,243855,154979,3.177687560230465,0.12561458670489048,565.4912137624342,15125.533689032774,209.86838565487415,2.389121800661087e-05,4241.311184210703,21765.88330078125,1.0,6e-06
10,20098.26994963456,0.6117890328726965,0.5542108760121164,0.22627994041911478,0.06905563600947348,0.0,0.9179471531945668,0.5163483619689941,18.990144724382546,19.50649308635154,0.9320060398232639,0.21299136194734555,6.656150614377391,28.788492022862226,0.0,2670,48771,48771,1.0,1.0,1622025,203750,48771,243855,154979,3.177687560230465,0.12561458670489048,574.1248718176503,15057.66620731121,211.16410871222615,2.613011747598648e-05,4216.982931043021,21799.51318359375,1.0,6e-06
11,20024.620175947435,0.6120423031974348,0.5510445569574542,0.22125078119797992,0.06832060062648564,0.0,0.9147188349268597,0.5184627175331116,17.520641927078866,18.039104644611978,0.9319462795777257,0.21434830633658242,6.4052096453233585,27.322218298954464,0.0,2669,48771,48771,1.0,1.0,1621245,203750,48771,243855,154979,3.177687560230465,0.1256750213570435,553.6377955288626,15011.43175004283,206.7715968741104,2.937670797109604e-05,4214.481108540669,21799.51123046875,1.0,6e-06
12,19440.809855795465,0.6070718065088454,0.54678336143181,0.21945227349033336,0.0669068232954732,0.0,0.9072355257410734,0.5199740529060364,18.22873579641335,18.748709849319386,0.9321286930887166,0.21388623001194332,6.534703281955819,27.79181858823933,0.0,2669,48771,48771,1.0,1.0,1621245,203750,48771,243855,154979,3.177687560230465,0.1256750213570435,557.5415169394109,14419.258504723432,215.06831422727555,2.4592503905296326e-05,4211.32048409991,21766.3740234375,1.0,6e-06
13,19999.51348609384,0.6014647637136245,0.5463687334001712,0.22112282870089628,0.06683131977608696,0.0,0.9022237876909598,0.5228877663612366,18.385865236199614,18.90875300256085,0.9323567986952261,0.2139315691212339,6.562579432792665,27.911405397563065,0.0,2669,48771,48771,1.0,1.0,1621245,203750,48771,243855,154979,3.177687560230465,0.1256750213570435,539.8515048706904,14984.320064879023,222.21929589658976,2.7434900403022766e-05,4214.5510475263,21799.51318359375,1.0,6e-06
14,20031.50399502553,0.6008921909738417,0.5435314525081977,0.21760476954571353,0.06545897312978376,0.0,0.8988691856579046,0.5240700244903564,17.83908285130536,18.363152875795716,0.9325292384469774,0.2145171634263278,6.47168547308483,27.276399974261153,0.0,2671,48771,48771,1.0,1.0,1622460,203750,48771,243855,154979,3.177687560230465,0.12558090800389532,560.173237901181,15046.592026070692,215.2295333435759,2.660788595676422e-05,4170.793073675595,21799.51318359375,1.0,6e-06
