Epoch,Epoch Time,Train BCE Loss,Train GS Loss,Train RD Loss,Train Deg MMD,Train Clus MMD,Train Total Loss,Val Pair Loss,Val Topology Loss,Val Loss,Val auprc,Internal Val graph_sim,Internal Val relative_density,Internal Val deg_dist_mmd,Internal Val cc_mmd,Planned Subgraphs,Covered Positive Edges,Total Positive Edges,Positive Edge Coverage Ratio,Mean Positive Edge Reuse,All Subgraph Pairs,Supervised Pairs,BCE Positive Pairs,BCE Target Negative Pairs,BCE Negative Pairs,BCE Negative Ratio,BCE Supervised Fraction,edge_cover_sampling_s,train_forward_backward_s,val_pair_pass_s,val_threshold_s,internal_val_topology_s,peak_gpu_mem_mb,Topology Loss Scale,Learning Rate
1,12641.007495841011,0.5714376734840548,0.7123435792224161,0.5727398601064606,0.22255519179926103,0.0,1.1118741338287872,0.4657076895236969,44.70631434670456,45.172022036228256,0.9175535951221347,0.2064699185095196,10.745268800549825,11.279733469643114,0.0,2668,48771,48771,1.0,1.0,1620810,203750,48771,243855,154979,3.177687560230465,0.1257087505629901,563.6306399919558,11355.565662428504,209.26039152871817,3.0578114092350006e-05,388.8065066067502,26117.56982421875,1.0,6e-06
2,12773.34097958263,0.612380657049044,0.639897230359121,0.3792380678243171,0.12822289146047303,0.0,1.0262352451793793,0.46172043681144714,24.5623969593702,25.024117396181648,0.9281668623599744,0.22096406952596304,8.121037387062602,9.804042154198495,0.0,2668,48771,48771,1.0,1.0,1620810,203750,48771,243855,154979,3.177687560230465,0.1257087505629901,560.9421758460812,11467.71024406678,235.29956232849509,3.2473355531692505e-05,385.2680690055713,26510.36376953125,1.0,6e-06
3,12765.785091067664,0.6016310519772522,0.6072613262170263,0.3244739442683306,0.107397334941764,0.0,0.9762953852557957,0.472317099571228,17.475385520005982,17.94770261957721,0.929476846177058,0.22927190415762136,6.952846095139219,8.395074679164912,0.0,2670,48771,48771,1.0,1.0,1622025,203750,48771,243855,154979,3.177687560230465,0.12561458670489048,578.6292294461746,11450.049698125338,209.44100607279688,3.6461278796195984e-05,403.6790143530816,26307.44140625,1.0,6e-06
4,12755.22569055017,0.592714633185482,0.5913160373071197,0.2965465233491667,0.09639105594930866,0.0,0.9475798332298145,0.4766695201396942,14.987336506170813,15.464006026310507,0.9300324533856498,0.23479053047943257,6.489718239464448,7.71906889946483,0.0,2669,48771,48771,1.0,1.0,1621245,203750,48771,243855,154979,3.177687560230465,0.1256750213570435,565.5317883717362,11458.689202834386,219.20620304252952,2.859998494386673e-05,387.31092318799347,26022.8583984375,1.0,6e-06
5,12766.038576163352,0.5836428794011133,0.5800727500779645,0.28792875877997415,0.09262447885506869,0.0,0.9301299492004081,0.4802786707878113,13.372038295456926,13.852316966244738,0.9307183681066253,0.2359205034201505,6.163764012104283,7.370693492916539,0.0,2667,48771,48771,1.0,1.0,1620030,203750,48771,243855,154979,3.177687560230465,0.1257692758776072,574.9618289191276,11457.33402576088,224.29724095668644,3.4722499549388885e-05,385.1549375243485,26460.35302734375,1.0,6e-06
6,12736.276184920222,0.5848614783680541,0.5712385344433847,0.2788609605542016,0.0893422732329985,0.0,0.9236837323348859,0.4817090630531311,12.18681069903181,12.66851976208494,0.9314670202292054,0.2392676661350585,5.917762579592311,6.9171961801452735,0.0,2669,48771,48771,1.0,1.0,1621245,203750,48771,243855,154979,3.177687560230465,0.1256750213570435,557.2508446723223,11450.504077702062,218.9177124556154,3.051105886697769e-05,385.48740779142827,26370.33740234375,1.0,6e-06
7,12776.673095342703,0.5805992977819343,0.5668377021140513,0.27803634911769226,0.08856906579888385,0.0,0.917394204095922,0.484413206577301,11.737292522585276,12.221705729162577,0.9317086457389407,0.2412533605182286,5.8239609978055,6.666408866731814,0.0,2668,48771,48771,1.0,1.0,1620810,203750,48771,243855,154979,3.177687560230465,0.1257087505629901,574.3475782452151,11474.15870295791,212.79488305654377,3.518909215927124e-05,391.7705861758441,25860.6318359375,1.0,6e-06
8,12822.953400566243,0.569648542880744,0.5609848752991901,0.27409086066883154,0.08738536256759433,0.0,0.9024419353087773,0.4899474084377289,11.445018390455306,11.934965798893035,0.9324395811202433,0.24113151467718041,5.758143478245224,6.609641391912783,0.0,2669,48771,48771,1.0,1.0,1621245,203750,48771,243855,154979,3.177687560230465,0.1256750213570435,577.9803037534002,11512.962499530753,222.86378429830074,3.605987876653671e-05,384.994841161184,26053.06494140625,1.0,6e-06
9,12758.41367508471,0.5722011876240205,0.5568936719262645,0.26774950471115844,0.08465738367945068,0.0,0.9002998522270038,0.4882456958293915,10.782808449418907,11.271054145248298,0.9325418204471275,0.24387699788330525,5.6131226847335505,6.278399944643906,0.0,2670,48771,48771,1.0,1.0,1622025,203750,48771,243855,154979,3.177687560230465,0.12561458670489048,569.0053169408347,11460.31316281273,213.232272840105,2.5564804673194885e-05,391.30231777206063,26069.95361328125,1.0,6e-06
10,12800.90744715929,0.5660513994120033,0.5512944333227386,0.26675757824350455,0.0832704952147123,0.0,0.8915359296044161,0.48834657669067383,10.911696315295444,11.400042891986118,0.9342956482078842,0.2470353448743491,5.635317467609494,6.529220496766017,0.0,2670,48771,48771,1.0,1.0,1622025,203750,48771,243855,154979,3.177687560230465,0.12561458670489048,578.3629525238648,11498.266709497198,208.05608012154698,2.2753141820430756e-05,391.59883361216635,26140.0732421875,1.0,6e-06
11,12784.477424311452,0.5664976881534342,0.5479071482139475,0.26021573766096784,0.08195407549599755,0.0,0.8876553782812885,0.4896911084651947,9.910322323374773,10.400013431839968,0.9345181705500984,0.24604297209418924,5.4038778557817055,6.127161918118185,0.0,2669,48771,48771,1.0,1.0,1621245,203750,48771,243855,154979,3.177687560230465,0.1256750213570435,564.4450219457503,11495.410693834303,214.68783957138658,2.086535096168518e-05,385.9180030748248,25572.5517578125,1.0,6e-06
12,12776.096868598834,0.5633451611909048,0.5430770601202103,0.25613747810273657,0.0799308496720338,0.0,0.8806736193242793,0.4903510510921478,9.975836311968612,10.46618736306076,0.9349938181780147,0.24720720902114188,5.418802975318386,6.171599696792202,0.0,2669,48771,48771,1.0,1.0,1621245,203750,48771,243855,154979,3.177687560230465,0.1256750213570435,582.2380912175868,11464.05839733011,214.568386268802,2.3679807782173157e-05,391.32515698485076,26401.4931640625,1.0,6e-06
13,12774.563010677695,0.5579028058282085,0.5426422134460515,0.25734692071949805,0.07951819324993649,0.0,0.8755614183823596,0.49324116110801697,10.079637867680331,10.572879028788348,0.9357663069874999,0.24778760974040537,5.440433460621519,6.290075585974885,0.0,2669,48771,48771,1.0,1.0,1621245,203750,48771,243855,154979,3.177687560230465,0.1256750213570435,559.5594761630055,11480.35490214522,227.55658844672143,2.4994835257530212e-05,382.77595108374953,26282.99072265625,1.0,6e-06
