scope,node_size,graph_count,graph_sim,relative_density,deg_dist_mmd,cc_mmd,laplacian_eigen_mmd
node_size,20,50,0.2591591556011569,0.2666629119275454,20.587457683495394,22.097940358609016,14.302573069081744
node_size,40,50,0.20788785061872386,0.22644309144609978,13.458528104017637,17.00571186599016,22.838848594154026
node_size,60,50,0.20374449292643335,0.22500862157053245,18.07669718491097,15.113634679208392,36.22557934152693
node_size,80,50,0.20826511568853284,0.26811983076782603,31.750253011929992,26.970224354014857,37.71170665595263
node_size,100,50,0.1847015350962311,0.22373538746857632,31.939226110241517,17.445439750336956,45.80184107045585
node_size,120,50,0.16669021032924025,0.24626169681824733,34.97001189196981,32.89688146277215,61.418152148440385
node_size,140,50,0.17624151992456782,0.2521224960818463,20.59365012912087,21.381603515586054,56.596854913079795
node_size,160,50,0.18194604931071962,0.27135061924296755,23.421610329317186,18.104895601403587,31.994450397512043
node_size,180,50,0.18528407866501737,0.26060388207218393,18.883415496237546,21.549552860283892,45.46725600037204
node_size,200,50,0.14376957813888416,0.24506498139201244,72.07757037442904,46.194451312653946,92.72689806432683
summary,all,500,0.19176895862995072,0.24853735187878376,28.575842031567,23.8760335760859,44.50841602549023
