split,auroc,auprc,accuracy,sensitivity,specificity,precision,recall,f1,mcc
test,0.6782061938918388,0.6891419509637684,0.6227823772915435,0.5292465728115878,0.7163665939591113,0.6511934530575131,0.5292465728115878,0.5839210730156141,0.2500263329887558
