Epoch,Epoch Time,Train Loss,Val Loss,Val auprc,Val auroc,Val f1,Val accuracy,Learning Rate
1,425.618419948034,0.6081550580729258,0.512915313243866,0.8592570700343991,0.8600735182051253,0.7894390461073904,0.7769438976377953,9.058678662013485e-05
2,433.7737946510315,0.46619205462649976,0.4460792541503906,0.8952785327510402,0.8954874611670781,0.8054456888296765,0.808357939632546,9.891719406548588e-05
3,431.871735339053,0.41304583001991946,0.4153198003768921,0.9138875505607731,0.9133882268278244,0.837237046168529,0.832144028871391,9.416958323511148e-05
4,437.8675187090412,0.370384238582343,0.41650789976119995,0.9221960162800908,0.9220581592435632,0.8344519948305332,0.837147309711286,8.60118094305886e-05
5,436.01942010317,0.33411180603276625,0.4115842580795288,0.9250622960835827,0.9248438332679144,0.8436438075742068,0.843380905511811,7.505592254768341e-05
6,496.70649146754295,0.6534976559642114,0.4862121343612671,0.9255989117551805,0.9249610253812082,0.8323570909401855,0.8391978346456693,7.21771762835146e-05
7,495.85981548484415,0.6014748857209556,0.4365743100643158,0.9239307345354857,0.9228649616873619,0.8380447585394581,0.8421095800524935,6.920377630792777e-05
8,499.44068951997906,0.5737558615050817,0.42564359307289124,0.9258849870771173,0.925856983306145,0.8506820396232543,0.8491633858267716,6.616468626528977e-05
9,496.74927973840386,0.5229465594417171,0.42513221502304077,0.9233593157575992,0.9230100491564406,0.8450270495214316,0.8472769028871391,6.304072913810771e-05
10,500.25928331632167,0.47957133560588483,0.42414599657058716,0.9217904940768386,0.9205693753932822,0.8449414094735105,0.8458825459317585,5.986111363504981e-05
11,504.043889997527,0.4506308639716161,0.4192308783531189,0.9246819725360622,0.923412185618449,0.850226317491109,0.8480150918635171,5.663941069583303e-05
12,501.5060351062566,0.40376898342449413,0.42969006299972534,0.9210969909247988,0.9197994359910905,0.8465291729878224,0.8464977034120735,5.338937089386214e-05
13,504.4141842899844,0.3790532438574653,0.4409218430519104,0.9225140279021722,0.9202018314597789,0.8453926767149597,0.84813812335958,5.0124865747308976e-05
14,505.1292145755142,0.3479029110975956,0.4646352529525757,0.9164889252700624,0.9139976426355673,0.8377601082727119,0.8426837270341208,4.685982851398624e-05
15,498.38769063260406,0.32693554955093485,0.4680153727531433,0.9145565209399333,0.9129784076222234,0.8415758591785415,0.84498031496063,4.360819472271001e-05
16,501.00943480897695,0.30384956159089743,0.4756797254085541,0.9097927521462249,0.9100492943531197,0.8388457644279447,0.8433398950131233,4.0383842694969255e-05
17,501.5508099440485,0.28950679259080636,0.48668432235717773,0.9094414012352363,0.9080267717377157,0.8478054811456831,0.8485482283464567,3.720053431076254e-05
18,506.0052321413532,0.2800856173038483,0.49762123823165894,0.9017563230020592,0.9015670677783144,0.8444015605990687,0.847892060367454,3.4088156630879426e-05
