split,auroc,auprc,accuracy,sensitivity,specificity,precision,recall,f1,mcc
test,0.660902823258506,0.6867785065286295,0.6111398580721467,0.5081107046521081,0.714222337239824,0.640147106745496,0.5081107046521081,0.5665375741595253,0.2272087991993547
