scope,node_size,graph_count,graph_sim,relative_density,deg_dist_mmd,cc_mmd,laplacian_eigen_mmd
node_size,20,50,0.4420560181694586,0.7000611476078646,7.992769170103328,5.8892995612640835,7.6328648764947395
node_size,40,50,0.39411734877414206,0.7459978236476107,6.288064532004061,4.044538849879135,7.74308429232906
node_size,60,50,0.37456625049594927,0.8361358954934538,2.344966470786441,1.4248114431693086,4.829854908993459
node_size,80,50,0.35340007618795655,0.9479915152315774,0.7872049493378214,0.7130534508722315,1.4099510017034869
node_size,100,50,0.3466781426343122,0.9719625318234464,1.2398571336620456,1.3002203386136268,1.9264875415623024
node_size,120,50,0.2950528597166012,1.236955164480137,8.460471642820773,7.743872243263487,7.248366701617251
node_size,140,50,0.26747197840581344,1.2542311458593063,10.758430961013998,19.46848064856901,11.007028786390324
node_size,160,50,0.2987544486547776,1.2413903514064715,3.632914683999835,4.769599519206479,4.549506095873204
node_size,180,50,0.26019644797318753,1.290930874053926,10.134421903300584,14.669330808904562,16.67984578075056
node_size,200,50,0.24190619919503323,1.3836184068284885,3.22259094652009,5.990267116167961,3.4085657405493355
summary,all,500,0.3274199770207231,1.0609274856432283,5.486169239354897,6.601347397990989,6.643555572626373
