split,auroc,auprc,accuracy,sensitivity,specificity,precision,recall,f1,mcc
test,0.6870507293126982,0.717097334253349,0.6293613246599645,0.5950929313084284,0.6636474546193945,0.6390112288219656,0.5950929313084284,0.6162706156966288,0.25934933755820816
