Epoch,Epoch Time,Train BCE Loss,Train GS Loss,Train RD Loss,Train Deg MMD,Train Clus MMD,Train Total Loss,Val Pair Loss,Val Topology Loss,Val Loss,Val auprc,Internal Val graph_sim,Internal Val relative_density,Internal Val deg_dist_mmd,Internal Val cc_mmd,Planned Subgraphs,Covered Positive Edges,Total Positive Edges,Positive Edge Coverage Ratio,Mean Positive Edge Reuse,All Subgraph Pairs,Supervised Pairs,BCE Positive Pairs,BCE Target Negative Pairs,BCE Negative Pairs,BCE Negative Ratio,BCE Supervised Fraction,edge_cover_sampling_s,train_forward_backward_s,val_pair_pass_s,val_threshold_s,internal_val_topology_s,peak_gpu_mem_mb,Topology Loss Scale,Learning Rate
1,16601.97950289119,0.7680910146080104,0.7556885611698326,0.5406095156560863,0.2368851699197692,0.0,1.3113890587130397,0.5764949321746826,5.090666595468683,5.667161527643366,0.9136674792224238,0.23300884142175332,4.0399872152596314,4.4235644596159585,0.0,2326,48771,48771,1.0,1.0,2046190,203750,48771,243855,154979,3.177687560230465,0.09957530825583157,468.6374224401079,15463.579521181295,212.3167547127232,2.620462328195572e-05,388.77684191428125,32411.44580078125,1.0,1e-05
2,16800.039764408022,0.6754991987077371,0.6598387176661621,0.45455295529921325,0.17094821575428726,0.0,1.1366338045442366,0.5789955854415894,4.493500780259636,5.072496365701225,0.9290870725840372,0.2490717552587672,3.833969905146209,4.110349694178129,0.0,2327,48771,48771,1.0,1.0,2046625,203750,48771,243855,154979,3.177687560230465,0.09955414401758994,493.54954630625434,15637.68249349459,212.78554165922105,2.877507358789444e-05,389.7400430170819,32361.7900390625,1.0,1e-05
3,16801.7120404616,0.6840128238181683,0.6061266567494041,0.3010995925947051,0.10591263428996109,0.0,1.0475388590976136,0.5866458415985107,4.861994646526451,5.448640488124962,0.9314343894178043,0.25300787024038074,3.9670249238675455,4.2606053108502575,0.0,2328,48771,48771,1.0,1.0,2047405,203750,48771,243855,154979,3.177687560230465,0.09951621686964719,468.10224295267835,15668.2180686309,211.84801854658872,2.5970861315727234e-05,387.60786164179444,32411.46630859375,1.0,1e-05
4,16781.719731580466,0.6570312723446978,0.5931617844934672,0.2786993888098255,0.09733237019413062,0.0,1.00465247251468,0.5961914658546448,4.298602527861666,4.894793993716311,0.9319772509540424,0.2534339352787074,3.765782954478516,3.9666966475430336,0.0,2327,48771,48771,1.0,1.0,2046625,203750,48771,243855,154979,3.177687560230465,0.09955414401758994,466.7586462702602,15654.879584717564,208.89454702008516,2.6428140699863434e-05,385.96971030533314,32411.484375,1.0,1e-05
5,16784.772205919027,0.6494491276282018,0.5817586390704211,0.2566226511941495,0.08947354388636583,0.0,0.9819658704463843,0.5957739353179932,4.204855863260512,4.800629798578505,0.9328615244204025,0.25515103192252647,3.725909749252229,4.002639613017595,0.0,2327,48771,48771,1.0,1.0,2046625,203750,48771,243855,154979,3.177687560230465,0.09955414401758994,501.4660877510905,15623.234622450545,209.21129843685776,2.6248395442962646e-05,384.3936755042523,32386.25341796875,1.0,1e-05
6,17975.290578927845,0.6535925659450263,0.5734310448297725,0.24815210503068438,0.08672414878799334,0.0,0.978970494979026,0.60191810131073,3.7715869781069538,4.373505079417684,0.9328300633976395,0.25273016965702555,3.5497113663487183,3.897199428182539,0.0,2328,48771,48771,1.0,1.0,2047405,203750,48771,243855,154979,3.177687560230465,0.09951621686964719,490.4952726010233,16604.18173465086,333.7400454841554,2.942979335784912e-05,486.57518573570997,32361.7763671875,1.0,1e-05
7,17764.170913997106,0.640851354977136,0.5683330819811873,0.24434234659728674,0.08419814345657184,0.0,0.9623517056690749,0.6033479571342468,3.734222838577869,4.337570795712116,0.9340513127336949,0.25590414969805125,3.539402199089612,3.8129046869244414,0.0,2325,48771,48771,1.0,1.0,2046000,203750,48771,243855,154979,3.177687560230465,0.09958455522971651,490.02667467389256,16590.9902602816,233.8206469528377,2.6269815862178802e-05,388.2410691296682,32411.455078125,1.0,1e-05
8,16833.366839374416,0.6357004962355437,0.5621668037190483,0.2333825843409098,0.08038782350789445,0.0,0.9495392084916091,0.6047151684761047,3.9051254710559884,4.509840639532094,0.9335053079627746,0.2547629237482438,3.6055770757963628,3.9281876020392508,0.0,2326,48771,48771,1.0,1.0,2046190,203750,48771,243855,154979,3.177687560230465,0.09957530825583157,465.6206940058619,15705.182130537461,208.46639365237206,2.93804332613945e-05,387.96048914734274,32361.7939453125,1.0,1e-05
9,16804.19787788391,0.6331279969412539,0.5570777115504869,0.23835437320210645,0.08153570707106508,0.0,0.9475950147585361,0.6054677367210388,3.408563228160673,4.014030964881712,0.9344224938663992,0.2575926232821662,3.3996427558088174,3.7166149088789995,0.0,2328,48771,48771,1.0,1.0,2047405,203750,48771,243855,154979,3.177687560230465,0.09951621686964719,494.60944880894385,15646.339888784103,208.90288472361863,2.2824853658676147e-05,388.9213661272079,32361.7724609375,1.0,1e-05
10,16776.030875990167,0.6294473889139817,0.5522520304993563,0.23089152709670466,0.07817956697695035,0.0,0.9383637166463632,0.5994165539741516,3.5706028621908805,4.170019416165032,0.9357244633325148,0.25977651784124395,3.4679497638603105,3.8045028454209495,0.0,2328,48771,48771,1.0,1.0,2047405,203750,48771,243855,154979,3.177687560230465,0.09951621686964719,506.56596546364017,15606.807265998796,209.04133090097457,2.2551976144313812e-05,387.10796963982284,32411.46630859375,1.0,1e-05
