split,auroc,auprc,accuracy,sensitivity,specificity,precision,recall,f1,mcc
test,0.6880679430377417,0.7173238944721171,0.6254620047309284,0.5435095887373905,0.7074568375910385,0.6502077623552294,0.5435095887373905,0.5920901680587702,0.2544060136159165
